,DHT,DHT,DHT,DHT,DHT,FRO,FRO,FRO,FRO,FRO,ASC,ASC,ASC,ASC,ASC,ECO,ECO,ECO,ECO,ECO,NAT,NAT,NAT,NAT,NAT,TNK,TNK,TNK,TNK,TNK,INSW,INSW,INSW,INSW,INSW,TRMD,TRMD,TRMD,TRMD,TRMD,TOPS,TOPS,TOPS,TOPS,TOPS,TORO,TORO,TORO,TORO,TORO,PSHG,PSHG,PSHG,PSHG,PSHG
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-20 04:00:00,10.9,10.9899,10.78,10.93,2138411.0,22.71,22.71,22.245,22.64,2031578.0,16.22,16.46,16.01,16.39,417251.0,30.02,30.11,29.5001,29.98,46186,3.86,3.87,3.77,3.85,3265519.0,55.51,57.09,54.17,56.91,508242.0,51.81,52.7,51.0801,52.7,415379.0,33.6,33.78,32.95,33.7,1028987.0,13.1,13.61,13.1,13.55,12672.0,5.56,5.66,5.47,5.53,30269.0,1.86,1.9,1.84,1.89,76664.0
2024-03-21 04:00:00,11.43,11.525,11.16,11.44,3509468.0,23.09,23.55,23.065,23.44,2995663.0,16.45,16.73,16.415,16.71,415363.0,30.01,30.548,29.98,30.41,37097,3.85,4.015,3.85,4.0,3788212.0,57.29,57.89,56.43,57.37,427425.0,52.7,53.48,52.4,53.26,503852.0,33.55,34.4899,33.5301,34.38,770047.0,13.47,13.595,13.228,13.46,40169.0,5.58,5.6599,5.54,5.59,29571.0,1.87,1.95,1.87,1.91,69253.0
2024-03-22 04:00:00,11.45,11.46,11.115,11.15,2064389.0,23.22,23.25,22.95,23.04,1564040.0,16.73,16.735,16.31,16.35,263632.0,30.0,30.09,29.8315,29.89,26835,4.01,4.01,3.93,3.93,1587801.0,57.37,57.48,56.4,56.92,268241.0,53.27,53.34,52.78,52.79,279795.0,34.14,34.14,33.61,33.61,535048.0,13.32,13.3392,13.18,13.29,8024.0,5.61,5.61,5.48,5.51,24612.0,1.91,1.9283,1.85,1.87,69759.0
2024-03-25 04:00:00,11.22,11.48,11.18,11.37,1395103.0,23.16,23.46,22.99,23.03,1326763.0,16.45,16.57,16.14,16.21,414414.0,29.93,30.24,29.91,30.02,14338,3.93,3.97,3.9,3.91,1915969.0,57.09,58.16,57.075,57.28,203049.0,53.2,53.88,52.8,52.88,412505.0,33.97,34.17,33.84,34.1,549516.0,13.3,13.5,13.24,13.4994,10698.0,5.46,5.4792,5.3,5.32,38120.0,1.9,1.91,1.85,1.88,77522.0
2024-03-26 04:00:00,11.36,11.54,11.3125,11.34,1261829.0,22.73,22.9168,22.5,22.8,1791142.0,16.21,16.28,16.09,16.23,309783.0,29.94,29.94,29.65,29.84,35679,3.93,3.93,3.85,3.86,2658671.0,57.3,57.74,56.52,56.91,257468.0,52.9,53.2,52.33,52.4,395657.0,33.93,34.02,33.64,33.75,569111.0,13.49,13.75,13.365,13.68,9124.0,5.28,5.64,5.28,5.52,51373.0,1.98,1.98,1.86,1.88,57800.0
2024-03-27 04:00:00,11.3,11.42,11.3,11.42,1330940.0,22.77,23.29,22.75,23.28,1406074.0,16.34,16.43,16.23,16.35,258803.0,30.03,30.17,29.95,30.05,15529,3.87,3.91,3.85,3.91,1627611.0,56.9,57.41,56.55,57.31,302021.0,52.46,53.01,52.0,52.49,530095.0,34.0,34.31,33.78,34.27,521153.0,13.45,14.3,13.4101,14.05,13586.0,5.39,5.5686,5.32,5.44,44151.0,1.9,1.915,1.86,1.9,75017.0
2024-03-28 04:00:00,11.43,11.505,11.375,11.5,1463412.0,23.27,23.485,23.23,23.38,1093182.0,16.4,16.525,16.32,16.42,571314.0,30.25,30.25,29.97,29.99,10093,3.9,3.96,3.9,3.92,1801191.0,57.35,58.43,57.1525,58.41,314655.0,52.55,53.3799,52.3,53.2,494214.0,34.36,35.0,34.0,34.95,518009.0,14.14,14.4899,13.88,14.02,19118.0,5.41,5.56,5.37,5.37,37050.0,1.92,1.93,1.87,1.89,48220.0
2024-04-01 04:00:00,11.56,11.84,11.56,11.76,2323772.0,23.45,24.12,23.4,23.93,1752651.0,16.42,16.814,16.4,16.76,706993.0,30.17,30.7,30.1,30.1,104233,3.93,4.04,3.92,4.02,2829316.0,58.62,61.14,58.585,60.86,413717.0,53.39,54.67,53.39,54.2,532864.0,35.05,35.71,35.02,35.18,783651.0,14.21,14.5,13.23,13.4899,37366.0,5.31,5.32,5.14,5.15,39082.0,1.89,1.9199,1.848,1.89,70263.0
2024-04-02 04:00:00,11.72,11.72,11.51,11.58,1251446.0,23.58,23.67,23.388,23.62,1466311.0,16.72,16.7398,16.47,16.6,448420.0,30.36,30.39,30.03,30.36,43021,4.01,4.02,3.96,3.98,1580591.0,60.6,61.0,59.165,59.86,404004.0,54.2,54.4,53.6,53.84,392133.0,35.18,35.38,34.84,35.25,603322.0,13.99,13.99,13.23,13.39,27091.0,5.15,5.21,5.1,5.11,35956.0,1.88,1.95,1.87,1.95,108333.0
2024-04-03 04:00:00,11.62,11.9,11.62,11.88,1437212.0,23.8,24.44,23.765,24.44,2102000.0,16.57,17.0499,16.55,16.94,686501.0,30.62,31.39,30.62,31.38,38650,3.97,4.04,3.97,4.03,1777052.0,59.82,61.758,59.7301,60.93,455342.0,53.82,55.59,53.82,55.11,535659.0,35.35,36.3099,35.26,36.2,1137212.0,13.4001,13.95,13.3,13.85,11049.0,5.14,5.19,5.06,5.14,22779.0,1.95,2.0999,1.913,1.995,238335.0
2024-04-04 04:00:00,11.83,11.955,11.8,11.81,1165679.0,24.3,24.49,24.09,24.27,1525082.0,16.96,17.0222,16.53,16.69,687338.0,31.16,31.41,30.71,30.71,34084,4.04,4.05,3.99,4.01,2686157.0,60.81,60.9471,59.33,59.41,283812.0,55.11,55.2,53.91,54.11,415921.0,36.08,36.1,35.27,35.27,644088.0,13.5594,14.0902,13.5594,13.855,22185.0,5.14,5.15,4.89,4.94,65377.0,2.07,2.21,2.04,2.21,245782.0
2024-04-05 04:00:00,11.87,11.92,11.64,11.64,947498.0,24.28,24.36,23.77,23.92,1134087.0,16.78,16.88,16.62,16.7,317408.0,31.0,31.51,30.82,31.18,37570,4.01,4.04,3.98,4.01,1441614.0,59.59,59.955,58.86,58.86,266268.0,54.34,54.72,53.44,53.76,420274.0,35.38,35.6798,35.25,35.37,518538.0,13.69,13.8115,13.4001,13.53,13545.0,4.94,5.0299,4.83,4.89,15498.0,2.2,2.23,2.02,2.15,114682.0
2024-04-08 04:00:00,11.63,11.66,11.415,11.51,796770.0,23.67,23.76,23.35,23.49,1043504.0,16.68,16.69,16.26,16.49,503638.0,31.0,31.08,30.53,30.62,55757,4.02,4.02,3.93,3.93,1620607.0,58.85,58.85,57.39,57.78,229688.0,53.71,53.71,52.64,52.86,413730.0,35.19,35.19,34.63,35.06,626976.0,13.51,13.8113,13.4,13.66,20593.0,4.84,4.95,4.69,4.69,45864.0,2.15,2.2249,2.15,2.17,141507.0
2024-04-09 04:00:00,11.67,11.74,11.31,11.37,1180409.0,23.86,23.86,23.0101,23.06,1354823.0,16.49,16.5,15.4403,15.73,1065769.0,30.68,30.8225,30.4,30.44,21626,3.96,3.96,3.85,3.88,2718764.0,57.72,57.8108,55.39,55.59,662070.0,53.2,53.41,51.12,51.33,670249.0,35.4,35.62,34.45,34.58,822220.0,13.6391,13.74,13.5,13.595,9597.0,4.69,5.02,4.69,4.72,43362.0,2.21,2.21,2.15,2.19,60037.0
2024-04-10 04:00:00,11.33,11.54,11.28,11.39,1940997.0,22.9,23.29,22.87,23.1,1317493.0,15.83,15.93,15.57,15.64,658790.0,29.8,30.78,29.694,30.7,56128,3.9,3.93,3.86,3.9,2463664.0,55.65,56.63,55.65,56.36,296006.0,51.46,52.83,51.4,52.41,423389.0,34.36,35.1,34.285,34.79,707099.0,13.41,13.56,13.26,13.32,21823.0,4.65,4.93,4.6301,4.91,48380.0,2.18,2.23,2.16,2.23,117516.0
2024-04-11 04:00:00,11.67,11.75,11.53,11.56,1271429.0,24.39,24.68,23.985,24.46,2464679.0,15.77,16.39,15.77,16.28,602918.0,31.43,31.86,31.39,31.86,58802,3.95,4.015,3.93,3.98,2937634.0,57.2,59.27,57.115,58.84,477804.0,52.86,53.78,52.86,53.05,367562.0,35.8,36.25,35.66,35.83,783396.0,13.32,13.385,13.3,13.33,4525.0,4.85,4.9278,4.72,4.8,29749.0,2.18,2.28,2.18,2.26,111966.0
2024-04-12 04:00:00,11.61,11.7088,11.33,11.37,1999771.0,24.98,25.135,24.02,24.08,2091879.0,16.37,16.42,15.805,15.88,426717.0,32.0,32.14,30.78,30.91,76727,3.98,3.999,3.87,3.88,2681927.0,59.4,59.9,57.31,57.68,363622.0,53.56,53.6,51.94,52.16,404859.0,36.2,36.25,35.22,35.33,847433.0,13.3,13.5,13.0,13.14,22673.0,4.73,4.81,4.41,4.78,39792.0,2.25,2.28,2.17,2.21,71526.0
2024-04-15 04:00:00,11.39,11.56,11.23,11.29,812064.0,24.18,24.55,23.85,24.16,1877226.0,15.9,16.11,15.67,15.79,423572.0,31.1,31.13,30.42,30.48,48325,3.9,3.93,3.82,3.83,2367098.0,57.6,58.79,57.31,57.51,281313.0,52.45,53.21,52.15,52.43,292117.0,33.08,33.58,32.65,32.8,1383274.0,13.012,13.24,12.97,12.97,23330.0,4.73,4.76,4.24,4.5,48275.0,2.3,2.35,2.13,2.16,236810.0
2024-04-16 04:00:00,11.2,11.29,11.02,11.25,1127079.0,24.15,24.37,23.72,24.35,1436423.0,15.72,15.97,15.51,15.91,357630.0,30.73,30.8,30.26,30.56,31002,3.83,3.84,3.78,3.83,3960099.0,57.5,57.68,56.4,57.38,222387.0,52.12,52.535,51.43,52.46,341465.0,32.7,33.235,32.39,33.23,759205.0,12.98,13.225,12.9,12.9826,5391.0,4.46,4.55,4.385,4.385,22939.0,2.14,2.19,2.1,2.16,93677.0
2024-04-17 04:00:00,11.3,11.41,11.23,11.28,1007104.0,24.26,24.62,23.8,24.04,1257302.0,15.96,16.17,15.73,15.86,384754.0,30.97,31.14,30.5,30.6,19555,3.86,3.91,3.84,3.85,1879694.0,57.66,58.35,56.96,57.29,239085.0,52.58,53.4,52.41,52.71,403832.0,33.23,33.86,33.06,33.06,724594.0,12.95,13.145,12.68,12.8,21016.0,4.4,4.49,4.4,4.48,14932.0,2.19,2.19,2.08,2.105,57826.0
2024-04-18 04:00:00,11.28,11.295,11.02,11.06,1042073.0,23.67,23.7,22.77,22.87,2603121.0,15.86,15.94,15.51,15.59,491967.0,30.79,30.79,29.89,30.07,38708,3.86,3.86,3.76,3.77,3014420.0,57.16,57.16,55.5,55.52,266635.0,52.64,52.99,51.335,51.61,385819.0,32.82,32.86,32.05,32.17,764159.0,12.81,12.9,12.6,12.7501,8166.0,4.44,4.45,4.32,4.32,19464.0,2.1,2.1,1.9,1.99,116075.0
2024-04-19 04:00:00,11.07,11.295,11.035,11.26,1285983.0,23.16,23.425,22.95,23.1,1296223.0,15.71,16.01,15.65,15.88,471031.0,30.0,30.65,30.0,30.55,20999,3.76,3.845,3.74,3.8,2017477.0,55.42,56.67,55.21,56.53,334193.0,51.73,53.17,51.72,53.03,508164.0,32.23,32.77,32.23,32.73,409938.0,12.9851,12.9851,12.61,12.7,5622.0,4.3,4.48,4.13,4.21,30947.0,2.01,2.0299,1.9427,1.98,64369.0
2024-04-22 04:00:00,11.22,11.3,11.03,11.19,999142.0,22.73,22.975,22.62,22.89,1086250.0,15.9,16.125,15.7,16.03,504869.0,29.92,30.35,29.7,30.35,26561,3.8,3.805,3.72,3.76,2790597.0,56.53,56.72,55.8701,56.27,250919.0,53.12,53.93,52.4,53.6,802047.0,32.26,32.88,32.26,32.77,396367.0,12.55,12.72,12.55,12.59,3466.0,4.19,4.25,4.01,4.08,92234.0,1.99,2.0036,1.92,1.95,63044.0
2024-04-23 04:00:00,11.12,11.37,11.08,11.33,1209259.0,22.77,23.5088,22.7,23.41,896525.0,16.05,16.43,15.99,16.32,429381.0,30.29,30.6605,30.14,30.39,21837,3.76,3.8,3.72,3.78,2000284.0,56.5,57.38,56.265,56.47,201834.0,53.51,54.4799,53.2914,53.91,484808.0,32.56,33.57,32.56,33.35,513097.0,12.55,12.785,12.38,12.38,6264.0,4.07,4.21,3.9,3.9,61786.0,1.95,2.06,1.95,2.05,53086.0
2024-04-24 04:00:00,11.3,11.37,11.23,11.28,1165609.0,23.31,23.37,22.52,22.72,3835592.0,16.3,16.48,16.24,16.37,334514.0,30.41,30.45,30.07,30.39,13671,3.78,3.79,3.7315,3.79,1504646.0,56.41,56.63,55.67,56.6,251247.0,53.78,54.04,53.22,53.58,622529.0,33.59,33.95,33.21,33.37,495394.0,12.51,12.5499,12.3,12.3,5406.0,3.9,3.9,3.7,3.77,70874.0,2.07,2.1,1.9873,2.01,36771.0
2024-04-25 04:00:00,11.2,11.48,11.2,11.48,1020067.0,22.87,23.45,22.72,23.44,1384911.0,16.28,16.62,16.18,16.62,353512.0,30.0,30.81,29.87,30.8,18989,3.76,3.875,3.735,3.86,1892296.0,56.45,58.18,55.96,58.13,241346.0,53.38,54.64,52.86,54.58,463024.0,33.46,34.19,33.46,34.03,677271.0,12.32,12.54,12.3,12.3,13734.0,3.72,4.11,3.72,3.99,36792.0,2.0,2.0572,1.975,2.035,30633.0
2024-04-26 04:00:00,11.5,11.58,11.41,11.51,1513040.0,23.5,23.9,23.33,23.8,1344991.0,16.63,16.99,16.6208,16.89,401249.0,31.16,31.48,30.79,31.41,57689,3.88,3.98,3.85,3.97,3300831.0,58.13,58.99,57.59,58.66,198665.0,54.64,55.23,53.8,55.13,443321.0,34.69,34.8,34.2,34.65,426671.0,12.39,12.55,12.25,12.41,8702.0,4.0,4.17,3.92,4.17,38470.0,2.06,2.08,1.98,2.04,80896.0
2024-04-29 04:00:00,11.51,11.56,11.4301,11.5,997979.0,23.72,23.72,23.435,23.7,976827.0,16.86,17.04,16.78,17.01,393187.0,31.56,31.56,30.9,31.51,29803,3.95,3.98,3.91,3.93,1588669.0,58.56,59.21,58.43,58.6,225438.0,55.24,55.67,54.81,55.54,590860.0,34.86,34.9,34.35,34.84,552581.0,12.86,12.86,12.4,12.4,8384.0,4.13,4.25,4.05,4.21,31814.0,2.06,2.07,2.02,2.05,50006.0
2024-04-30 04:00:00,11.47,11.56,11.35,11.42,1179075.0,24.0,24.11,23.445,23.49,1415801.0,17.07,17.17,16.745,16.75,440363.0,31.24,31.74,31.19,31.31,24413,3.95,3.955,3.86,3.9,1491183.0,58.71,59.14,57.58,58.27,241441.0,55.75,56.14,54.8001,55.29,660893.0,34.8,34.85,34.34,34.43,280101.0,12.41,12.5499,12.41,12.5499,2439.0,4.16,4.45,4.16,4.17,17403.0,2.01,2.15,2.01,2.15,120489.0
2024-05-01 04:00:00,11.45,11.5,11.301,11.39,1303621.0,23.44,23.735,23.19,23.39,917030.0,16.63,16.89,16.56,16.68,354924.0,31.46,31.46,30.39,30.64,15694,3.9,3.92,3.85,3.88,1830774.0,58.31,58.805,57.31,57.61,252459.0,55.15,55.6,54.42,54.64,762041.0,34.2,34.27,33.61,33.82,511934.0,12.48,12.66,12.44,12.44,5034.0,4.25,4.305,4.01,4.1,21532.0,2.14,2.16,2.09,2.13,48209.0
2024-05-02 04:00:00,11.43,11.78,11.38,11.77,1467265.0,23.86,24.6979,23.815,24.57,1851156.0,16.73,17.33,16.73,17.27,497086.0,30.78,31.29,30.53,31.1,25802,3.87,3.97,3.87,3.96,2537064.0,57.79,60.39,57.79,60.28,423166.0,54.98,56.17,54.84,55.74,727192.0,33.85,34.72,33.85,34.56,456278.0,12.64,12.7567,12.35,12.5,24722.0,4.1,4.21,4.1,4.12,13764.0,2.11,2.15,2.1,2.115,51263.0
2024-05-03 04:00:00,11.78,11.81,11.53,11.63,1682479.0,24.85,24.88,24.44,24.74,1144136.0,17.26,17.475,17.07,17.42,437731.0,31.87,32.08,31.63,31.88,28380,3.97,3.98,3.94,3.97,1073437.0,60.36,60.6134,59.38,60.14,220979.0,55.75,56.77,55.46,56.17,589218.0,34.77,34.8682,34.53,34.78,451968.0,11.95,12.545,11.95,12.545,6796.0,4.15,4.38,4.1,4.22,19995.0,2.22,2.22,2.0901,2.17,21924.0
2024-05-06 04:00:00,11.7,11.8,11.555,11.62,2200509.0,24.81,24.955,24.51,24.63,1378506.0,17.55,17.84,17.49,17.65,539010.0,31.97,32.2,31.75,32.15,29445,3.97,4.03,3.965,4.0,2207283.0,60.25,61.2,60.14,60.27,253317.0,56.48,57.07,56.2205,56.33,620665.0,35.12,35.45,34.695,34.72,902869.0,12.55,12.55,12.24,12.29,13773.0,4.2,4.2343,4.12,4.12,12446.0,2.23,2.25,2.1601,2.2,78289.0
2024-05-07 04:00:00,11.56,11.685,11.475,11.64,1228665.0,24.51,24.91,24.45,24.87,924895.0,17.62,17.82,17.52,17.6,478720.0,31.67,32.31,31.67,32.24,37274,3.98,4.0,3.94,3.94,1522956.0,60.19,61.31,60.19,60.71,167000.0,56.65,57.15,56.21,56.65,619103.0,34.52,35.0,34.4,34.93,654561.0,12.2002,12.375,12.1931,12.31,8503.0,4.1,4.33,4.1,4.29,17519.0,2.19,2.23,2.1301,2.15,69791.0
2024-05-08 04:00:00,11.63,12.08,11.55,12.06,2265409.0,24.79,25.39,24.76,25.3,2428015.0,17.93,20.52,17.87,20.34,2296085.0,32.01,32.9,31.9,32.63,43628,3.95,4.06,3.95,4.05,2388529.0,60.98,63.55,60.6,63.54,499024.0,58.35,61.55,58.26,61.29,1679238.0,35.9,36.89,35.62,35.8,2217622.0,12.29,12.5,12.0,12.325,32188.0,4.38,4.49,4.3119,4.43,21885.0,2.16,2.27,2.15,2.26,108298.0
2024-05-09 04:00:00,12.04,12.265,12.04,12.1,2372028.0,25.36,25.825,25.36,25.73,1374909.0,20.15,20.46,20.0,20.43,1291213.0,32.85,33.59,32.84,33.31,44319,4.05,4.16,4.03,4.15,2799037.0,65.43,69.765,65.0,69.3,777407.0,61.81,62.62,60.6101,61.9,1156636.0,36.39,36.6901,35.72,36.31,873478.0,12.1,12.74,12.0,12.645,20322.0,4.43,4.47,4.37,4.37,10946.0,2.26,2.32,2.23,2.27,68042.0
2024-05-10 04:00:00,12.36,12.39,12.06,12.1,1624171.0,26.66,26.74,26.155,26.19,1682369.0,20.63,20.73,20.26,20.37,814794.0,33.43,33.69,33.01,33.08,53315,4.16,4.2,4.13,4.14,2397056.0,70.29,70.6699,68.11,68.74,545836.0,62.92,62.92,61.4,61.42,621786.0,36.5,37.05,36.18,36.22,983228.0,12.765,12.87,12.4,12.5132,16184.0,4.49,4.7543,4.45,4.57,38617.0,2.24,2.29,2.12,2.17,145596.0
2024-05-13 04:00:00,12.29,12.34,12.12,12.15,1792776.0,26.54,26.61,26.295,26.57,1182531.0,20.62,21.2999,20.55,21.12,1195768.0,33.15,33.81,33.15,33.68,26399,4.14,4.19,4.12,4.16,1618284.0,69.04,69.49,68.02,68.68,363165.0,61.9,62.165,61.1539,61.68,615606.0,36.73,37.17,36.6201,36.91,1254064.0,12.41,12.75,12.25,12.25,17702.0,4.57,4.77,4.57,4.72,25434.0,2.18,2.19,2.13,2.16,35389.0
2024-05-14 04:00:00,12.15,12.23,12.08,12.22,1901840.0,26.46,26.77,26.3,26.76,1096873.0,21.24,21.96,20.97,21.93,1209079.0,33.72,34.49,33.08,33.86,68895,4.15,4.25,4.12,4.24,2283942.0,68.46,69.77,67.28,69.76,280633.0,61.47,62.7102,61.03,62.7,729129.0,37.71,38.28,37.34,38.22,1184715.0,12.25,12.3518,12.12,12.2499,17764.0,4.72,4.72,4.4709,4.5,28588.0,2.13,2.21,2.13,2.2,24784.0
2024-05-15 04:00:00,11.96,12.45,11.88,12.28,3440113.0,26.63,27.165,26.5407,27.13,1446673.0,21.98,22.38,21.55,22.29,1065603.0,33.86,34.79,33.2,34.43,44684,4.23,4.25,4.16,4.23,1907702.0,69.26,71.6024,69.0,71.47,413678.0,62.26,62.95,61.95,62.73,749981.0,38.14,38.3,37.84,38.04,919248.0,12.21,12.3599,11.95,12.0699,14941.0,4.5,4.7,4.5,4.7,18957.0,2.19,2.19,2.14,2.14,42754.0
2024-05-16 04:00:00,12.32,12.67,12.32,12.64,2876271.0,27.23,27.55,27.1907,27.32,1451289.0,22.22,22.635,22.11,22.56,710269.0,35.21,35.29,34.25,34.89,66318,4.23,4.28,4.21,4.25,2046175.0,71.52,72.63,71.03,72.24,358569.0,62.72,63.8,62.341,63.5,468895.0,38.2,38.25,37.6,37.89,894520.0,12.09,12.1411,11.93,12.11,9037.0,4.65,4.76,4.59,4.7,22721.0,2.2,2.2,2.03,2.13,150579.0
2024-05-17 04:00:00,12.66,12.67,12.405,12.49,1411918.0,27.41,27.63,27.02,27.48,753341.0,22.61,22.62,21.86,22.36,865194.0,35.5,35.5,34.84,34.93,37296,4.26,4.28,4.17,4.26,2027753.0,72.76,72.76,70.57,71.83,329537.0,63.61,63.67,62.51,63.31,305725.0,38.29,38.295,37.78,38.16,1180525.0,12.3,12.38,12.16,12.3,6859.0,4.72,4.85,4.72,4.76,25743.0,2.13,2.17,2.12,2.15,59602.0
2024-05-20 04:00:00,12.54,12.8,12.54,12.61,2143635.0,27.48,28.27,27.48,28.1,1010998.0,22.4,22.81,22.36,22.67,833320.0,35.14,36.46,35.0,35.94,63468,4.28,4.38,4.27,4.3,2322001.0,70.4,71.48,70.39,70.62,330902.0,63.37,64.36,63.26,64.03,434401.0,38.29,38.51,37.915,38.2,1778190.0,12.23,12.8261,12.23,12.81,12293.0,4.71,4.77,4.65,4.65,12972.0,2.13,2.17,2.11,2.15,47174.0
2024-05-21 04:00:00,12.68,12.79,12.66,12.71,1520480.0,28.43,29.05,28.43,28.91,1673183.0,22.71,23.4399,22.67,23.38,1254383.0,35.84,36.22,35.59,36.13,47884,4.31,4.4,4.31,4.34,1517986.0,70.64,71.88,70.32,71.83,278877.0,64.1,65.11,64.1,64.92,532314.0,37.53,37.78,37.32,37.5,816751.0,13.0,13.5,12.51,13.2,23083.0,4.65,4.8,4.65,4.69,5977.0,2.15,2.18,2.14,2.16,139988.0
2024-05-22 04:00:00,12.6,12.64,12.265,12.38,1898334.0,28.38,28.68,27.72,28.0,1611119.0,23.3,23.345,22.73,22.99,798518.0,35.6,35.82,35.06,35.55,60685,4.31,4.36,4.09,4.28,3901879.0,71.35,71.54,70.3128,71.02,317788.0,64.5,64.91,63.58,64.0,505117.0,37.38,37.4438,36.36,36.59,784586.0,13.15,13.54,13.13,13.45,21840.0,4.65,4.6777,4.61,4.65,14580.0,2.15,2.15,2.11,2.14,40234.0
2024-05-23 04:00:00,12.25,12.295,12.04,12.13,1526230.0,28.31,28.55,27.88,27.96,1275523.0,22.71,22.71,22.09,22.25,1270615.0,35.86,36.07,34.51,35.04,53426,4.26,4.35,4.145,4.2,3279184.0,71.01,71.67,70.57,71.08,299852.0,64.21,64.77,63.8,64.12,411027.0,37.26,37.4,36.915,37.08,754134.0,13.8,13.8,13.4127,13.58,16750.0,4.64,4.69,4.602,4.65,21335.0,2.13,2.14,2.07,2.11,48609.0
2024-05-24 04:00:00,12.25,12.32,12.17,12.21,1215969.0,28.4,28.83,28.35,28.55,1286140.0,22.45,22.99,22.3618,22.98,727275.0,35.45,36.25,35.45,36.04,40576,4.19,4.29,4.19,4.28,1708825.0,71.55,72.98,71.55,72.5,202354.0,64.6,65.32,64.485,65.13,357330.0,37.4,37.88,37.4,37.77,985148.0,13.8,14.0,13.72,13.98,11373.0,4.65,4.6899,4.65,4.68,9696.0,2.1,2.235,2.0998,2.2,156069.0
2024-05-28 04:00:00,12.29,12.31,12.05,12.19,1449336.0,29.36,29.39,28.77,29.21,1699811.0,23.03,23.14,22.59,22.85,611182.0,36.35,36.38,35.67,36.35,37450,4.31,4.35,4.2,4.23,2330903.0,73.22,73.265,71.935,73.1,280983.0,65.68,65.94,64.06,64.19,477147.0,38.09,38.2999,37.81,38.19,580209.0,14.0,14.24,14.0,14.0,26568.0,4.65,4.75,4.65,4.65,22241.0,2.2,2.46,2.2,2.43,379345.0
2024-05-29 04:00:00,12.15,12.17,11.94,12.01,1611772.0,29.0,29.09,28.56,28.72,1686639.0,22.79,22.82,22.52,22.59,564820.0,35.89,35.94,35.51,35.75,33958,4.05,4.15,3.83,3.86,8528510.0,72.81,72.81,71.335,71.88,191075.0,64.0,64.1,63.23,63.39,316284.0,38.33,38.33,37.53,37.62,350899.0,13.58,13.87,13.38,13.4485,12764.0,4.65,4.7499,4.64,4.72,20762.0,2.47,2.49,2.24,2.31,200541.0
2024-05-30 04:00:00,12.0,12.21,11.97,12.21,1740562.0,28.54,28.82,27.76,27.96,2425586.0,22.72,23.19,22.63,23.0,709815.0,35.78,35.92,35.42,35.76,29944,3.93,4.14,3.925,4.14,4888864.0,72.19,74.2,71.79,73.68,268947.0,63.48,65.32,63.48,64.97,334622.0,38.05,38.434,38.02,38.4,429090.0,13.4899,13.61,13.3001,13.49,10124.0,4.68,4.72,4.65,4.65,10111.0,2.36,2.44,2.29,2.38,151966.0
2024-05-31 04:00:00,12.28,12.31,12.08,12.1,1529974.0,28.81,28.83,28.25,28.32,2521664.0,22.7,22.916,22.24,22.41,597752.0,35.76,36.14,35.55,36.14,26418,4.13,4.17,4.1104,4.14,1692945.0,73.58,73.75,72.09,72.83,396514.0,64.97,64.97,64.03,64.42,486145.0,36.75,37.255,36.67,37.05,2443715.0,13.36,13.5,13.24,13.4999,7373.0,4.62,4.695,4.35,4.52,29863.0,2.36,2.4301,2.31,2.4,163608.0
2024-06-03 04:00:00,12.16,12.19,11.93,12.0,1622741.0,28.0,28.0,27.54,27.95,1375202.0,22.95,23.1465,22.34,22.51,1214526.0,36.37,36.69,35.78,36.24,54554,4.14,4.16,4.08,4.11,1521073.0,73.42,74.0,72.5,72.53,337459.0,65.07,65.2905,63.31,63.68,368689.0,37.06,37.13,36.79,36.92,1271025.0,13.26,13.625,13.26,13.3,8011.0,4.41,4.71,4.345,4.71,30812.0,2.45,2.58,2.35,2.39,324833.0
2024-06-04 04:00:00,11.86,11.99,11.64,11.68,2178230.0,27.3,27.63,26.765,26.88,2312617.0,22.27,22.41,21.96,21.97,870705.0,35.43,35.6554,34.7,34.8,65990,4.07,4.09,3.97,4.01,2662026.0,72.02,73.04,70.49,70.5,299306.0,63.08,63.46,62.07,62.24,463992.0,36.77,36.886,35.86,35.86,880243.0,13.22,13.615,13.2,13.2,9404.0,4.4,4.69,4.4,4.45,18229.0,2.37,2.46,2.22,2.23,141912.0
2024-06-05 04:00:00,11.7,11.89,11.7,11.85,1278583.0,26.84,27.485,26.84,27.45,1145149.0,22.11,22.88,22.11,22.83,839029.0,33.7,34.2,33.7,33.9,46093,4.03,4.11,4.015,4.11,2191564.0,70.71,72.28,70.71,72.23,175458.0,62.4,63.5,62.4,63.15,396925.0,35.97,36.77,35.97,36.76,786066.0,13.13,13.304,13.01,13.14,10487.0,4.41,4.4797,4.385,4.42,17663.0,2.27,2.35,2.24,2.302,109621.0
