,DHT,DHT,DHT,DHT,DHT,FRO,FRO,FRO,FRO,FRO,ASC,ASC,ASC,ASC,ASC,ECO,ECO,ECO,ECO,ECO,NAT,NAT,NAT,NAT,NAT,TNK,TNK,TNK,TNK,TNK,INSW,INSW,INSW,INSW,INSW,TRMD,TRMD,TRMD,TRMD,TRMD,TOPS,TOPS,TOPS,TOPS,TOPS,TORO,TORO,TORO,TORO,TORO,PSHG,PSHG,PSHG,PSHG,PSHG
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-30 05:00:00,9.22,9.2374,9.06,9.18,1018325.0,13.85,13.945,13.725,13.89,2257720.0,11.93,12.127,11.78,12.01,757156.0,21.11,21.11,20.1,20.69,187603,2.45,2.49,2.41,2.45,2848166.0,38.95,39.44,38.48,38.86,601862.0,35.75,35.95,34.72,35.15,858800.0,19.64,19.64,18.86,19.0,1755112.0,6.06,6.17,5.91,6.0732,16610.0,2.84,2.93,2.815,2.93,31143.0,1.82,1.91,1.82,1.87,103052.0
2024-12-31 05:00:00,9.18,9.3791,9.165,9.29,802565.0,13.91,14.33,13.9,14.19,1617143.0,11.95,12.2492,11.93,12.15,525266.0,20.7,21.33,20.7,21.26,99535,2.44,2.52,2.43,2.5,2734773.0,38.84,40.18,38.84,39.79,319045.0,35.07,36.05,34.99,35.94,628571.0,19.09,19.55,18.96,19.45,822658.0,5.95,6.2,5.75,6.03,18748.0,2.9,2.93,2.7805,2.81,23433.0,1.82,1.9282,1.82,1.86,100439.0
2025-01-02 05:00:00,9.46,9.71,9.42,9.64,1897934.0,14.59,15.04,14.55,14.69,3088225.0,12.32,12.67,12.18,12.43,660807.0,21.35,22.37,21.3,21.58,278294,2.55,2.61,2.5,2.55,2281754.0,40.37,41.47,40.12,41.25,584117.0,36.59,37.4,35.89,36.25,732449.0,20.23,20.69,20.15,20.61,1576137.0,6.0,6.2999,6.0,6.1346,7495.0,2.82,2.93,2.75,2.91,25295.0,1.87,1.95,1.87,1.9,63234.0
2025-01-03 05:00:00,9.67,9.67,9.34,9.35,853136.0,14.67,14.67,14.16,14.25,2075555.0,12.43,12.47,11.92,12.34,965381.0,21.53,21.53,21.04,21.16,146286,2.55,2.56,2.47,2.52,2802094.0,41.25,41.39,39.7,39.92,486749.0,36.26,36.3,35.18,35.4,719480.0,20.76,20.77,19.97,20.1,1451056.0,6.29,6.728,6.205,6.728,14115.0,2.93,2.9799,2.84,2.96,22513.0,1.9,1.91,1.84,1.85,52966.0
2025-01-06 05:00:00,9.4,9.6,9.29,9.33,1051336.0,14.39,14.775,14.19,14.27,1767985.0,12.58,12.74,12.0524,12.1,695362.0,21.16,21.68,20.71,20.71,147926,2.55,2.63,2.49,2.54,2775445.0,40.36,41.43,39.7,39.91,330701.0,35.69,36.75,35.27,35.41,972615.0,20.35,20.84,20.2,20.34,1068235.0,6.8,7.0,6.6689,6.8078,37658.0,2.92,3.09,2.9,3.01,35770.0,1.862,1.89,1.8,1.82,31425.0
2025-01-07 05:00:00,9.8,10.27,9.8,10.01,3331102.0,15.4,16.02,15.32,15.9,8172927.0,12.32,12.77,12.235,12.77,790836.0,21.99,22.64,21.96,22.53,318256,2.61,2.74,2.61,2.72,4809130.0,41.1,42.89,41.1,42.67,535820.0,36.44,38.48,36.44,38.39,1024054.0,20.62,21.28,20.595,21.28,1339345.0,6.97,7.29,6.7001,7.2044,31822.0,3.04,3.145,2.91,3.13,109187.0,1.8,1.8,1.75,1.7501,20797.0
2025-01-08 05:00:00,9.76,10.14,9.76,10.05,1588899.0,15.4,16.08,15.32,15.83,6185728.0,12.61,12.72,12.39,12.56,594617.0,21.44,22.24,21.4,22.05,351080,2.66,2.75,2.63,2.73,2379603.0,41.88,42.375,41.0,42.11,421472.0,38.01,38.62,36.88,38.17,976093.0,20.8056,21.2,20.53,20.98,1006728.0,7.2,7.6,6.9165,7.1111,11215.0,3.14,3.29,3.0246,3.14,73086.0,1.87,1.885,1.74,1.845,117285.0
2025-01-10 05:00:00,10.59,10.88,10.51,10.71,2775928.0,16.91,17.45,16.82,17.23,7811659.0,13.0,13.57,13.0,13.41,955988.0,23.52,24.59,23.48,24.27,496359,2.82,2.91,2.805,2.89,4532237.0,44.4,46.05,44.39,45.36,792654.0,40.6,41.65,40.3,40.67,1713285.0,21.86,22.57,21.85,22.18,2079744.0,6.94,7.145,6.874,7.05,14386.0,3.1,3.215,3.05,3.12,40515.0,1.91,1.935,1.84,1.89,82400.0
2025-01-13 05:00:00,11.0,11.26,10.81,11.09,3005341.0,18.0,18.61,17.71,18.3,7473071.0,13.74,13.85,13.32,13.6,1007087.0,24.91,25.3399,24.762,25.05,489674,2.96,3.02,2.9,3.0,4872711.0,47.72,48.37,46.27,47.16,1053119.0,41.655,42.42,40.6,41.39,1511313.0,22.95,23.2,22.48,23.06,1890473.0,6.81,7.29,6.8079,7.1,12869.0,3.05,3.19,3.05,3.12,20809.0,1.86,1.9,1.8,1.84,55411.0
2025-01-14 05:00:00,10.85,11.2,10.79,11.18,2279431.0,17.96,18.54,17.8163,18.45,5305174.0,13.49,13.49,12.83,13.07,986426.0,24.6,25.045,24.39,24.89,261562,2.97,3.02,2.92,2.96,2766665.0,46.2,47.29,45.58,47.16,799075.0,40.99,41.21,40.3,41.19,898506.0,22.9,22.91,22.31,22.67,1481527.0,6.9056,7.29,6.7,6.98,4817.0,3.13,3.14,3.05,3.05,10522.0,1.85,1.87,1.75,1.86,64373.0
2025-01-15 05:00:00,11.24,11.41,10.99,11.39,2525134.0,18.82,18.82,18.43,18.7,6138394.0,13.19,13.29,13.03,13.23,440599.0,25.22,25.28,24.73,25.26,216227,2.99,3.01,2.89,2.95,3360324.0,47.25,47.69,46.42,47.31,617746.0,41.35,41.62,40.8323,41.61,648961.0,22.42,22.44,21.98,22.35,1683057.0,7.25,7.25,6.82,6.995,5856.0,3.1,3.29,3.077,3.29,52501.0,1.9,1.92,1.8,1.85,39048.0
2025-01-16 05:00:00,11.18,11.225,10.88,10.9,1853064.0,18.25,18.33,17.465,17.49,5012656.0,13.0,13.0,12.48,12.53,681776.0,24.82,24.89,23.74,23.86,323373,2.925,2.925,2.78,2.8,4215370.0,46.8,46.8999,44.39,44.58,853718.0,40.95,41.17,39.31,39.37,1219283.0,22.1,22.13,20.945,20.95,1703108.0,6.67,7.0109,6.67,6.7612,7179.0,3.28,3.49,3.2,3.22,75295.0,1.85,1.87,1.78,1.79,38710.0
2025-01-17 05:00:00,10.68,10.965,10.57,10.76,1610332.0,17.04,17.63,16.97,17.36,4012678.0,12.42,12.61,12.14,12.24,678589.0,23.39,24.07,23.27,23.6,298543,2.75,2.805,2.715,2.74,3350187.0,43.47,44.29,42.52,43.6,485119.0,38.53,39.2789,38.11,38.45,888990.0,20.02,20.7395,19.79,20.39,1779631.0,6.67,6.89,6.662,6.7822,6301.0,3.34,3.37,3.22,3.25,17406.0,1.81,1.84,1.7,1.72,114808.0
2025-01-21 05:00:00,10.68,10.685,10.29,10.31,2785822.0,17.13,17.17,16.345,16.4,5581927.0,12.19,12.235,11.4,11.41,1072338.0,23.45,23.46,22.4,22.61,248026,2.74,2.7685,2.66,2.66,3615232.0,43.32,43.32,41.0,41.15,748965.0,38.21,38.46,36.77,36.93,1637328.0,20.22,20.2955,19.27,19.41,2065156.0,7.0,7.0,6.51,6.7152,6608.0,3.22,3.3606,3.09,3.15,29951.0,1.73,1.82,1.73,1.8,48215.0
2025-01-22 05:00:00,10.32,10.8005,10.275,10.7,3391316.0,16.35,17.02,16.275,16.64,4831550.0,11.37,11.63,11.3,11.41,778929.0,22.46,23.09,22.36,22.92,279894,2.65,2.7,2.61,2.65,3900117.0,41.0,41.5899,40.27,40.92,461711.0,36.75,37.3,36.19,36.33,1150638.0,19.22,19.66,19.1274,19.63,1186512.0,6.51,6.944,6.51,6.8291,4986.0,3.18,3.23,3.05,3.09,16417.0,1.82,1.82,1.75,1.76,39582.0
2025-01-23 05:00:00,10.67,10.96,10.61,10.94,3422366.0,16.71,17.05,16.705,16.85,2827648.0,11.49,11.65,11.35,11.54,636840.0,23.19,23.66,23.1,23.55,184275,2.64,2.7,2.625,2.68,2146576.0,41.05,41.46,40.6,41.08,369978.0,36.61,37.16,36.37,37.0,1112725.0,19.75,19.93,19.4705,19.66,940289.0,6.615,6.7327,6.3681,6.62,3579.0,3.05,3.09,2.89,2.99,51420.0,1.76,1.785,1.75,1.77,44682.0
2025-01-24 05:00:00,11.0,11.0,10.47,10.8,2133005.0,16.76,16.8,15.98,16.0,3598996.0,11.63,11.63,11.01,11.07,877942.0,23.35,23.41,22.38,22.84,247785,2.7,2.7,2.58,2.62,2558833.0,40.99,40.99,39.47,40.04,372148.0,37.15,37.175,35.39,35.78,977852.0,19.75,19.83,19.01,19.16,1057664.0,6.9416,6.9416,6.3001,6.83,4617.0,3.0,3.03,2.9,2.96,19978.0,1.79,1.8,1.72,1.73,56270.0
2025-01-27 05:00:00,10.82,10.99,10.66,10.85,1940089.0,15.9,16.29,15.79,15.95,2005232.0,11.13,11.48,11.1,11.12,693594.0,22.75,23.365,22.41,22.54,203681,2.64,2.695,2.6,2.62,2540616.0,40.0,40.65,39.28,39.5,468503.0,36.0,36.685,35.61,35.94,872263.0,19.04,19.5299,19.025,19.23,1106402.0,6.66,6.88,6.33,6.44,9455.0,2.88,2.97,2.7801,2.8299,25330.0,1.74,1.78,1.71,1.7476,89986.0
2025-01-28 05:00:00,11.0,11.088,10.86,11.04,1675676.0,16.41,16.52,16.02,16.41,2295454.0,11.23,11.48,11.13,11.16,463767.0,23.26,23.335,22.66,22.91,165490,2.63,2.67,2.6,2.66,1963114.0,39.99,40.52,39.23,39.74,369199.0,36.42,36.74,35.757,36.34,610534.0,19.33,19.56,19.065,19.21,804699.0,6.5,6.62,6.11,6.2,12968.0,2.82,2.9399,2.71,2.79,25963.0,1.72,1.75,1.71,1.74,20440.0
2025-01-29 05:00:00,11.05,11.25,10.95,11.17,2085666.0,16.72,16.98,16.56,16.94,2225014.0,11.16,11.855,11.16,11.77,1227634.0,23.3,23.92,23.21,23.62,220908,2.65,2.71,2.63,2.71,2154603.0,39.95,41.07,39.791,41.02,380104.0,36.49,37.83,36.49,37.48,938153.0,19.29,19.59,19.2,19.52,740510.0,6.355,6.355,6.2,6.21,2426.0,2.75,2.8199,2.7286,2.8,16329.0,1.8,1.8,1.71,1.73,81375.0
2025-01-30 05:00:00,11.37,11.59,11.1,11.53,1646708.0,17.32,17.56,17.085,17.48,2123830.0,11.96,12.11,11.66,12.02,580371.0,24.1,24.44,23.825,24.35,169693,2.73,2.78,2.7,2.75,2556952.0,42.0,42.87,41.6,42.39,433485.0,38.06,39.19,37.7,38.99,896260.0,19.76,19.96,19.54,19.86,760476.0,6.2,6.38,6.2,6.295,2968.0,2.83,2.88,2.7882,2.88,16345.0,1.75,1.77,1.7,1.76,67114.0
2025-01-31 05:00:00,11.59,11.59,11.32,11.32,1579603.0,17.72,17.78,17.27,17.32,2815851.0,11.93,12.1,11.61,11.87,587962.0,24.57,24.57,23.97,24.19,173833,2.77,2.77,2.68,2.7,2735922.0,42.39,42.82,41.5,41.92,361429.0,39.1,39.76,38.21,38.95,864405.0,20.01,20.21,19.5892,19.93,1014734.0,6.44,6.44,5.94,6.11,13530.0,2.85,2.8899,2.84,2.88,14494.0,1.76,1.76,1.67,1.69,80753.0
2025-02-03 05:00:00,11.32,11.485,11.111,11.45,1362592.0,17.11,17.68,16.98,17.55,2252813.0,11.78,11.915,11.57,11.67,695970.0,24.12,24.79,23.92,24.78,112398,2.68,2.73,2.66,2.71,1502634.0,41.86,42.92,41.35,42.05,509606.0,38.595,39.32,38.26,38.97,603976.0,19.73,20.1783,19.5347,20.05,786948.0,5.94,6.29,5.94,6.1592,7055.0,2.83,2.94,2.83,2.91,58738.0,1.67,1.67,1.6307,1.65,47845.0
2025-02-04 05:00:00,11.31,12.12,11.09,11.85,4022408.0,17.41,19.08,17.2,18.87,6442706.0,11.67,12.28,11.585,11.82,830824.0,24.6,25.92,24.28,25.86,347034,2.71,2.8481,2.6722,2.82,2946102.0,41.94,44.84,41.335,44.1,675889.0,38.71,40.97,38.295,40.93,1327870.0,20.09,21.25,19.89,20.98,1110837.0,5.98,6.29,5.97,6.1556,5720.0,2.87,3.07,2.81,3.07,54084.0,1.65,1.674,1.53,1.57,120334.0
2025-02-05 05:00:00,11.61,11.86,11.61,11.8,2646335.0,18.29,18.61,18.215,18.49,2422094.0,11.66,11.97,11.58,11.85,673835.0,25.56,25.785,25.42,25.59,138694,2.8,2.845,2.76,2.82,2052551.0,43.5,44.09,43.05,43.7,434376.0,40.41,40.8,39.71,40.68,1087516.0,20.5,21.05,20.31,20.73,982121.0,6.25,6.4258,6.14,6.14,3016.0,3.02,3.0599,2.96,2.96,16002.0,1.57,1.57,1.51,1.54,54608.0
2025-02-06 05:00:00,12.0,12.32,11.34,11.51,3767310.0,18.44,18.55,17.65,17.94,4735571.0,11.92,11.94,11.61,11.64,443060.0,25.84,25.84,24.69,24.94,175123,2.84,2.84,2.72,2.74,2605437.0,43.85,43.93,42.1401,42.36,371460.0,40.84,40.84,39.32,39.65,740269.0,20.85,20.98,20.05,20.34,1033782.0,5.98,6.14,5.76,6.01,6704.0,2.95,2.98,2.7101,2.81,47935.0,1.61,1.68,1.55,1.64,269321.0
2025-02-07 05:00:00,11.53,11.645,11.28,11.36,1762957.0,17.97,18.165,17.739,17.84,2205744.0,11.72,11.84,11.55,11.56,465762.0,24.94,25.2216,24.59,24.76,88389,2.73,2.75,2.7001,2.71,1095463.0,42.43,42.85,41.6,41.7,282819.0,39.64,40.24,39.23,39.34,507364.0,20.71,20.84,20.06,20.09,1012479.0,6.085,6.29,5.92,6.01,6103.0,2.74,2.84,2.6921,2.79,43017.0,1.64,1.662,1.6,1.63,63470.0
2025-02-10 05:00:00,11.38,11.5,11.02,11.3,1560277.0,17.76,18.07,17.31,17.77,2358059.0,11.64,11.75,11.42,11.65,429658.0,24.71,25.26,24.17,24.69,131964,2.74,2.765,2.7,2.73,1652702.0,42.0,42.57,41.46,42.17,361684.0,39.4,40.0247,38.73,39.56,476400.0,20.09,20.32,19.8348,20.09,636390.0,6.19,6.2,5.9923,6.02,4409.0,2.69,2.88,2.69,2.75,24416.0,1.62,1.629,1.575,1.61,84288.0
2025-02-11 05:00:00,11.34,11.34,11.03,11.07,1384628.0,17.74,17.74,17.335,17.4,2540590.0,11.7,11.92,11.57,11.78,577724.0,24.64,24.64,24.16,24.34,181467,2.72,2.75,2.69,2.7,1496220.0,42.17,42.6395,41.86,42.25,314514.0,39.76,40.3,39.39,39.84,772773.0,20.49,20.74,20.37,20.48,949683.0,6.0015,6.2,5.98,5.98,2799.0,2.71,2.8,2.69,2.73,27942.0,1.63,1.63,1.56,1.58,82809.0
2025-02-12 05:00:00,11.22,11.465,11.165,11.25,2716686.0,17.79,18.2,17.64,17.7,3213844.0,11.73,11.95,11.54,11.54,730953.0,24.33,25.01,24.17,24.35,164022,2.7,2.75,2.69,2.72,2000351.0,42.0,43.6,42.0,42.0,417037.0,40.13,41.425,40.13,40.3,754345.0,20.18,20.63,20.01,20.12,1039253.0,6.26,6.26,5.9502,6.11,7483.0,2.7,2.74,2.66,2.7,15887.0,1.58,1.6,1.55,1.57,79026.0
2025-02-13 05:00:00,11.28,11.405,11.05,11.11,1732431.0,17.59,17.915,17.3,17.3,2561900.0,11.91,11.91,10.7,10.72,1113368.0,24.1,24.54,24.02,24.23,144564,2.72,2.74,2.66,2.67,2523252.0,42.25,42.55,40.76,40.85,461244.0,40.23,40.45,38.9,39.0,575955.0,20.0,20.15,19.49,19.56,1318723.0,5.96,6.12,5.82,6.0,8312.0,2.65,2.74,2.6301,2.67,16087.0,1.57,1.5769,1.53,1.55,77953.0
2025-02-14 05:00:00,11.55,11.68,11.13,11.19,2154743.0,18.22,18.35,17.64,17.67,2991336.0,10.86,11.06,10.22,10.42,1336355.0,25.08,25.2,24.32,24.34,184936,2.73,2.75,2.61,2.64,3405857.0,41.73,41.85,39.61,40.43,382768.0,39.98,40.03,37.805,38.23,719448.0,20.01,20.05,19.11,19.2,1170171.0,6.17,6.17,6.015,6.09,2651.0,2.64,2.8,2.64,2.66,19145.0,1.57,1.7,1.56,1.62,134077.0
2025-02-18 05:00:00,11.01,11.245,10.95,11.03,1606282.0,17.63,17.87,17.56,17.64,1766846.0,10.39,10.7,10.38,10.48,849437.0,24.5,24.74,24.24,24.46,116824,2.65,2.69,2.64,2.66,2100002.0,40.42,41.32,40.08,40.91,332711.0,38.37,39.1,38.2601,38.56,681599.0,19.49,19.5985,19.335,19.45,995415.0,6.01,6.0624,5.85,5.85,2532.0,2.67,2.75,2.67,2.67,19443.0,1.63,1.66,1.62,1.65,38313.0
2025-02-19 05:00:00,11.04,11.275,10.98,11.08,1515284.0,17.66,17.9,17.23,17.43,1719874.0,10.41,10.54,10.12,10.35,1194626.0,24.31,24.57,23.81,24.07,141796,2.67,2.68,2.61,2.65,1911074.0,40.73,41.26,39.85,40.65,502394.0,38.7,39.39,37.82,38.38,607914.0,19.44,19.64,19.2815,19.48,665852.0,5.82,6.05,5.7844,5.97,7121.0,2.67,2.72,2.6,2.66,32997.0,1.64,1.66,1.63,1.63,15594.0
2025-02-20 05:00:00,10.97,11.045,10.81,10.96,1925167.0,16.89,17.19,16.73,16.76,2747394.0,10.34,10.525,10.12,10.19,793734.0,22.36,22.79,22.11,22.44,896706,2.65,2.68,2.57,2.62,2995429.0,39.26,40.71,36.25,40.3,933742.0,38.12,38.23,37.16,37.36,856476.0,19.21,19.21,18.89,18.9,1240339.0,6.08,6.1057,5.8,5.91,6336.0,2.65,2.73,2.63,2.73,24386.0,1.64,1.68,1.62,1.68,56815.0
2025-02-21 05:00:00,11.0,11.07,10.8,10.84,1201406.0,16.99,17.03,16.5,16.54,1876651.0,10.28,10.39,10.02,10.03,659090.0,22.95,23.28,21.7,21.96,685425,2.67,2.67,2.61,2.63,2912830.0,41.01,41.08,39.63,40.12,601875.0,37.8,37.965,36.65,36.73,681662.0,19.06,19.19,18.88,18.91,644819.0,5.8471,5.9737,5.8269,5.8269,7484.0,2.72,2.72,2.605,2.67,18017.0,1.65,1.656,1.62,1.635,77204.0
2025-02-24 05:00:00,10.77,10.84,10.65,10.73,2541864.0,16.35,16.42,16.015,16.35,3517654.0,10.01,10.22,9.83,10.19,973868.0,22.1,22.15,21.37,22.08,490557,2.63,2.65,2.585,2.61,4318658.0,40.0,41.31,39.47,41.27,582830.0,37.0,37.77,36.125,37.54,947801.0,18.945,19.19,18.68,19.18,782294.0,5.99,6.279,5.8,6.24,31948.0,2.64,2.739,2.6,2.65,18118.0,1.63,1.68,1.615,1.66,39355.0
2025-02-25 05:00:00,10.73,10.85,10.58,10.58,1577079.0,16.4,16.45,15.73,15.77,3081583.0,10.22,10.25,9.79,9.79,697934.0,22.18,22.44,21.46,21.46,163451,2.62,2.65,2.56,2.57,3591239.0,41.3,41.47,40.09,40.1,432000.0,37.64,37.7747,36.12,36.24,738556.0,19.47,19.58,18.88,18.9,661368.0,6.2,6.2,6.05,6.06,10916.0,2.66,2.71,2.64,2.69,19218.0,1.63,1.672,1.5801,1.66,67490.0
2025-02-26 05:00:00,10.6,10.715,10.55,10.66,1274728.0,15.93,16.09,15.72,15.97,2884424.0,9.86,9.98,9.65,9.73,593476.0,21.79,22.37,21.64,21.64,187237,2.57,2.585,2.53,2.56,2113725.0,40.2,40.66,39.54,39.83,351607.0,36.37,37.0499,36.01,36.47,626532.0,18.91,19.07,18.73,18.81,695996.0,6.06,6.1842,6.01,6.1245,8047.0,2.71,2.7199,2.64,2.71,7810.0,1.6695,1.68,1.63,1.64,13135.0
2025-02-27 05:00:00,10.56,10.63,10.19,10.19,2195585.0,15.57,15.8,15.205,15.31,3558386.0,9.68,9.68,9.11,9.24,724257.0,21.7,21.775,20.58,20.61,239353,2.56,2.56,2.44,2.46,4205812.0,39.65,39.9,37.53,37.82,391391.0,37.25,37.55,33.31,33.75,1721177.0,18.43,18.44,17.165,17.52,1897374.0,6.01,6.13,5.89,6.02,7558.0,2.69,2.691,2.6,2.6102,16406.0,1.6332,1.64,1.6,1.61,34852.0
2025-02-28 05:00:00,10.18,10.54,10.17,10.34,1174022.0,15.43,16.26,15.405,16.05,3967643.0,9.18,9.38,9.01,9.06,664270.0,20.51,21.45,20.5016,21.01,190649,2.47,2.5368,2.42,2.45,5140617.0,37.69,38.67,37.59,37.74,354370.0,33.89,34.93,33.23,33.33,1116508.0,17.56,18.02,17.45,17.59,983577.0,5.99,6.12,5.91,6.03,11341.0,2.59,2.67,2.59,2.66,16238.0,1.6,1.61,1.5807,1.59,20070.0
2025-03-03 05:00:00,10.52,10.795,10.265,10.41,2687306.0,16.645,16.92,15.69,16.23,6546555.0,9.21,9.36,9.09,9.16,909322.0,21.15,21.5467,20.1,20.64,423715,2.49,2.54,2.45,2.46,3450789.0,38.0,38.53,36.665,37.6,650910.0,33.83,34.342,31.86,32.95,1479119.0,17.81,17.96,17.1871,17.37,930439.0,5.93,6.0725,5.93,6.03,13831.0,2.65,2.7187,2.6013,2.62,43716.0,1.64,1.64,1.56,1.565,34352.0
2025-03-04 05:00:00,10.22,10.625,10.07,10.52,1943148.0,15.95,16.89,15.76,16.6,3732389.0,9.0,9.715,8.83,9.55,1123906.0,20.42,21.1459,19.9005,20.92,188747,2.45,2.55,2.405,2.53,3440229.0,37.16,39.44,36.58,38.89,675804.0,32.35,34.99,31.7,34.37,1694267.0,17.01,17.7,16.7604,17.62,1044180.0,6.05,6.06,5.8756,6.0,12505.0,2.6,2.64,2.52,2.63,26916.0,1.56,1.56,1.48,1.48,76123.0
2025-03-05 05:00:00,10.52,10.64,10.315,10.35,1496053.0,16.58,16.76,15.735,15.79,3058176.0,9.78,9.88,9.535,9.67,1113911.0,21.08,21.3,20.36,20.37,104807,2.53,2.55,2.45,2.47,2800040.0,38.95,39.31,36.98,37.05,399983.0,34.55,34.78,33.23,33.64,1181133.0,17.8,17.89,17.235,17.35,1175855.0,6.02,6.04,5.9639,6.04,5787.0,2.6,2.61,2.56,2.5923,17271.0,1.52,1.52,1.4808,1.5001,15650.0
2025-03-06 05:00:00,10.55,10.62,10.44,10.6,1203055.0,16.13,16.415,16.06,16.19,2507808.0,9.73,10.04,9.63,9.81,822211.0,21.18,21.55,20.94,21.28,130734,2.49,2.545,2.48,2.54,2565254.0,37.52,38.39,37.42,38.32,441332.0,34.01,34.82,33.98,34.66,849516.0,18.87,19.64,18.85,19.39,2267963.0,5.97,6.01,5.9,6.01,17110.0,2.58,2.62,2.46,2.52,37338.0,1.49,1.5145,1.49,1.51,36169.0
2025-03-07 05:00:00,10.6,10.847033,10.56,10.75,1799155.0,16.22,16.805,16.22,16.58,2863343.0,9.82,10.04,9.76,9.87,641848.0,21.56,21.94,21.5,21.79,104991,2.53,2.58,2.51,2.52,3353024.0,38.25,39.37,38.25,38.32,254255.0,34.65,36.0,34.65,35.11,650130.0,19.19,19.7013,19.02,19.055,1137346.0,5.9351,6.05,5.93,6.05,5987.0,2.53,2.54,2.51,2.54,14038.0,1.5,1.54,1.495,1.535,31263.0
2025-03-10 04:00:00,10.52,10.52,10.15,10.23,2048216.0,15.8,15.83,14.98,15.14,5018968.0,9.79,9.8049,9.455,9.56,686779.0,21.29,21.4865,20.16,20.3,312788,2.47,2.475,2.4,2.43,4586545.0,37.84,38.075,36.24,36.65,371711.0,34.92,35.03,32.95,33.54,1021764.0,18.75,18.85,17.57,17.83,1719067.0,6.07,6.07,5.7201,6.015,11724.0,2.52,2.52,2.4401,2.51,24251.0,1.53,1.5397,1.48,1.4804,39511.0
2025-03-11 04:00:00,10.47,10.505,10.08,10.2,1324406.0,15.64,15.775,15.25,15.59,4144252.0,9.68,9.73,9.3,9.54,734508.0,20.89,21.1925,20.51,20.75,246716,2.44,2.49,2.39,2.43,2940345.0,37.15,37.46,35.23,35.92,394110.0,34.02,34.2,32.2,32.85,793172.0,17.91,17.98,17.0,17.335,1226556.0,5.98,6.0082,5.7433,6.005,7693.0,2.5,2.5,2.435,2.49,19991.0,1.5,1.53,1.49,1.51,22077.0
2025-03-12 04:00:00,10.22,10.38,10.17,10.26,887601.0,15.55,15.71,15.4,15.57,1750047.0,9.57,9.78,9.44,9.69,570184.0,21.01,21.72,20.96,21.64,193617,2.42,2.48,2.395,2.47,3056202.0,35.87,36.67,35.46,36.33,264138.0,32.57,33.46,32.56,33.16,634181.0,17.43,17.74,17.34,17.62,854975.0,6.06,6.06,5.86,5.9601,5154.0,2.41,2.45,2.3699,2.39,38555.0,1.51,1.55,1.48,1.55,56918.0
2025-03-13 04:00:00,10.27,10.48,10.2429,10.29,1169953.0,15.84,16.11,15.59,15.63,2274760.0,9.69,9.95,9.67,9.85,607112.0,21.51,21.93,21.3,21.44,95316,2.47,2.51,2.445,2.46,3367753.0,36.53,37.384,36.3,36.75,338610.0,33.22,33.96,32.91,32.98,746851.0,17.73,18.16,17.63,17.64,655956.0,5.9828,6.0155,5.765,5.9201,6364.0,2.37,2.43,2.37,2.39,25453.0,1.5424,1.55,1.5201,1.5301,23149.0
2025-03-14 04:00:00,10.32,10.53,10.23,10.52,1132011.0,15.5,15.57,15.155,15.43,3752437.0,9.85,9.955,9.72,9.89,527738.0,21.39,21.82,21.33,21.82,115662,2.47,2.54,2.46,2.54,2896793.0,36.6,38.0,36.37,37.95,298807.0,32.43,33.62,32.0501,33.55,769135.0,18.02,18.35,17.89,18.28,1157314.0,5.76,5.99,5.76,5.97,13975.0,2.32,2.39,2.25,2.33,38987.0,1.5,1.5399,1.4996,1.5398,15628.0
2025-03-17 04:00:00,10.59,10.835,10.57,10.67,1541219.0,15.77,16.12,15.73,15.91,2153849.0,9.95,10.255,9.95,10.1,554463.0,22.34,22.75,22.21,22.33,112714,2.56,2.65,2.55,2.63,4020429.0,38.28,39.72,38.28,38.93,360090.0,34.14,35.37,34.08,34.56,779343.0,18.69,19.2699,18.63,19.2,1052410.0,5.94,6.0501,5.94,6.04,9541.0,2.28,2.38,2.28,2.34,12670.0,1.51,1.55,1.51,1.545,17986.0
2025-03-18 04:00:00,10.71,10.74,10.5,10.63,1102211.0,16.18,16.18,15.72,15.81,2527246.0,10.23,10.255,10.02,10.18,502904.0,22.62,22.74,22.35,22.35,122228,2.64,2.65,2.58,2.59,2148095.0,39.27,39.27,38.4,38.62,268121.0,34.94,34.94,34.2,34.32,550477.0,19.47,19.5799,19.17,19.4,770855.0,5.9464,6.055,5.94,6.03,7415.0,2.32,2.34,2.29,2.33,9875.0,1.53,1.55,1.53,1.54,15733.0
2025-03-19 04:00:00,10.78,11.135,10.78,11.06,1872671.0,16.5,16.78,16.35,16.62,3616656.0,10.34,10.52,10.21,10.51,622858.0,22.97,23.57,22.69,23.34,142725,2.61,2.67,2.608,2.67,2692058.0,38.94,39.88,38.94,39.52,253288.0,34.74,35.6265,34.54,35.23,649639.0,19.58,20.05,19.5112,19.96,825727.0,5.93,6.1,5.93,6.06,6190.0,2.31,2.3692,2.309,2.32,14839.0,1.53,1.5998,1.53,1.575,16135.0
